Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,O2-AV,F4-AV,C4-AV,P4-AV,O2-AV.1,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
3.87,8.79,-2.72,16.33,-15.75,-1.53,-1.99,-6.76,-1.08,-10.6,13.29,125.44,-32.96,-27.45,-17.1,-14.54,-32.96,11.79,-6.11,-13.58,-15.03,-11.95
7.96,17.41,-3.28,18.26,-3.33,6.7,3.68,3.0,8.42,-1.14,20.72,-17.43,-27.07,-17.89,-9.4,-6.81,-27.07,17.31,3.52,-6.94,-7.38,-5.9
12.93,25.59,-0.7,13.94,9.09,13.89,8.99,10.62,20.19,7.93,21.93,-151.92,-21.43,-0.88,-1.19,1.63,-21.43,16.2,12.68,0.41,-0.08,0.44
17.19,30.76,2.81,6.33,16.38,17.37,11.78,14.37,30.04,13.68,17.58,-225.31,-17.58,15.5,3.66,5.82,-17.58,9.06,17.75,4.76,4.15,4.09
18.7,31.27,4.22,-1.45,16.37,15.44,10.29,13.41,34.46,14.29,9.53,-213.56,-16.48,26.24,3.36,5.2,-16.48,-1.45,16.92,4.36,5.64,3.44
17.02,27.01,1.7,-6.32,9.23,8.68,4.45,7.49,31.97,9.41,-0.05,-117.64,-18.68,27.7,-2.16,0.78,-18.68,-11.7,10.26,-1.06,3.73,-1.63
13.43,20.54,-3.38,-5.49,-2.6,-0.02,-3.45,-0.06,24.02,1.65,-9.02,24.84,-23.0,18.19,-11.31,-7.85,-23.0,-17.51,0.2,-10.01,0.41,-9.54
9.04,14.45,-9.34,1.11,-14.29,-7.47,-10.89,-5.09,14.46,-6.04,-16.06,158.79,-26.28,0.86,-20.86,-17.23,-26.28,-16.43,-9.39,-19.46,-2.12,-17.65
5.32,10.79,-14.3,10.2,-20.81,-11.35,-16.57,-6.2,7.13,-10.63,-19.04,233.48,-26.42,-16.32,-26.93,-22.26,-26.42,-9.52,-14.99,-25.73,-3.11,-22.75
3.5,10.82,-16.77,17.92,-19.95,-10.51,-18.93,-3.24,5.25,-10.29,-16.6,223.85,-22.91,-27.31,-27.24,-21.54,-22.91,0.54,-14.61,-26.6,-2.68,-22.79
3.93,14.49,-15.71,21.45,-12.1,-4.61,-17.01,3.62,9.25,-5.05,-9.07,129.87,-15.94,-28.4,-21.86,-16.42,-15.94,10.44,-7.86,-21.88,0.19,-17.48
5.72,19.85,-12.13,18.53,0.29,3.52,-12.84,12.83,16.46,2.37,1.5,-10.77,-6.96,-18.12,-12.74,-7.16,-6.96,16.07,2.82,-13.15,3.63,-9.93
7.74,24.78,-7.56,9.52,12.58,10.32,-8.99,20.99,23.41,9.63,12.39,-143.04,1.81,-0.27,-3.22,2.77,1.81,15.18,13.45,-4.15,5.59,-3.1
8.56,27.16,-4.22,-2.76,19.68,13.28,-7.45,24.9,27.88,14.16,21.06,-214.92,7.23,17.11,2.67,8.4,7.23,8.42,20.23,1.22,5.62,1.71
7.06,25.87,-3.75,-14.71,19.61,11.44,-9.41,22.89,28.81,14.0,25.44,-202.34,7.29,28.57,3.02,9.21,7.29,-1.53,20.94,1.38,2.6,3.51
2.79,21.29,-6.0,-23.12,12.94,5.26,-14.93,14.54,26.19,9.45,24.45,-106.77,1.35,30.59,-2.5,6.13,1.35,-11.37,15.33,-3.94,-3.79,2.05
-2.38,15.37,-9.04,-25.27,1.55,-2.58,-21.89,2.85,21.59,3.34,18.8,34.44,-7.97,21.67,-12.15,-1.23,-7.97,-17.01,6.04,-13.06,-11.09,-1.86
-7.14,9.16,-11.03,-20.86,-9.5,-8.81,-27.69,-8.62,16.87,-1.37,11.09,166.4,-17.01,5.24,-22.31,-9.78,-17.01,-15.87,-2.9,-22.57,-16.95,-6.16
-8.93,4.4,-11.39,-12.57,-15.26,-10.88,-30.31,-16.13,13.53,-2.94,5.1,237.72,-22.93,-10.66,-28.92,-14.79,-22.93,-8.63,-7.88,-28.68,-20.56,-9.16
-7.07,3.52,-11.83,-4.28,-13.35,-7.59,-28.6,-18.25,13.31,0.01,3.08,223.84,-24.28,-20.3,-29.66,-14.33,-24.28,2.05,-6.87,-29.24,-20.43,-9.53
-2.01,7.88,-11.67,1.05,-4.15,0.47,-22.75,-15.93,17.1,7.5,5.93,125.25,-21.47,-20.2,-24.23,-8.96,-21.47,12.8,0.02,-24.03,-15.63,-6.67
4.46,15.36,-9.83,0.52,9.73,10.29,-15.15,-11.53,22.38,16.24,13.4,-19.95,-17.11,-8.94,-14.15,1.22,-17.11,19.06,10.1,-14.54,-9.05,-2.34
11.14,22.1,-5.79,-5.58,23.02,18.9,-7.86,-7.38,27.18,22.62,22.67,-156.51,-13.24,9.3,-3.34,12.09,-13.24,18.53,19.45,-4.22,-3.72,0.74
16.65,25.27,-1.86,-14.59,30.85,24.09,-2.71,-6.82,29.53,24.69,28.83,-231.89,-11.89,26.44,4.26,18.58,-11.89,12.14,24.69,3.11,-1.37,2.07
19.83,24.44,-1.1,-23.67,31.44,24.51,-1.42,-11.52,27.9,21.74,28.57,-221.03,-13.81,37.38,6.59,20.17,-13.81,2.63,24.19,5.72,-3.64,1.06
19.61,19.99,-4.85,-29.45,25.24,20.36,-4.27,-20.57,21.93,14.34,20.57,-125.75,-18.91,38.65,3.39,17.78,-18.91,-6.4,17.98,3.48,-10.11,-3.01
16.37,13.34,-11.66,-28.99,14.35,14.2,-8.84,-29.41,12.25,4.84,6.8,16.47,-24.31,28.7,-3.45,11.04,-24.31,-11.12,8.59,-2.37,-18.15,-8.73
12.1,6.76,-19.77,-22.5,2.91,9.19,-12.48,-34.28,2.62,-3.29,-8.78,149.84,-27.69,11.17,-10.87,3.0,-27.69,-9.44,-0.25,-8.89,-25.08,-14.48
8.85,2.64,-26.6,-13.06,-4.06,7.51,-14.41,-36.22,-3.63,-7.17,-20.2,222.79,-28.57,-5.68,-15.15,-1.24,-28.57,-2.01,-5.12,-12.56,-28.88,-17.64
8.23,2.68,-29.0,-4.79,-3.98,10.02,-13.83,-35.32,-5.05,-5.89,-22.71,210.36,-26.93,-16.37,-14.42,-0.2,-26.93,8.17,-4.31,-11.69,-28.28,-17.16
10.91,7.07,-24.39,-0.24,3.09,16.69,-9.96,-30.37,-1.91,-0.37,-17.2,113.13,-22.74,-17.36,-8.55,4.82,-22.74,17.99,2.13,-6.35,-23.11,-13.75
15.26,13.11,-13.69,-1.88,15.16,24.8,-4.51,-23.19,4.6,6.44,-8.66,-30.42,-17.13,-7.06,1.13,14.04,-17.13,23.52,11.93,2.25,-16.87,-9.34
19.32,18.12,-0.28,-8.88,27.27,31.24,0.46,-16.4,12.69,12.52,-2.09,-164.77,-11.98,10.24,11.29,23.81,-11.98,22.46,21.23,10.94,-12.11,-5.64
21.25,20.68,11.16,-18.18,34.28,33.46,3.22,-13.37,20.76,16.35,0.17,-237.66,-10.91,26.47,18.13,29.07,-10.91,15.69,26.36,16.22,-9.93,-3.76
19.55,19.72,16.28,-26.54,33.91,30.11,2.55,-15.06,26.2,15.98,-2.07,-224.62,-14.35,36.52,19.57,29.2,-14.35,5.36,25.55,16.54,-10.04,-4.68
14.24,14.94,13.37,-31.11,26.33,21.58,-1.92,-21.37,27.68,10.88,-6.41,-126.97,-20.52,36.41,15.37,24.83,-20.52,-5.22,18.76,11.48,-14.03,-8.6
7.3,8.52,4.46,-29.35,13.79,11.04,-8.25,-29.55,25.48,3.36,-9.63,16.93,-27.38,24.95,7.07,16.12,-27.38,-11.99,8.24,2.44,-20.01,-13.77
0.2,3.16,-5.89,-21.44,1.17,2.05,-14.24,-36.75,21.06,-3.7,-10.01,151.25,-32.91,5.91,-1.9,6.64,-32.91,-12.42,-1.98,-7.26,-25.15,-17.86
-5.28,0.94,-12.87,-10.73,-6.28,-2.81,-18.22,-40.23,16.64,-8.1,-6.2,224.76,-34.91,-12.77,-7.85,1.32,-34.91,-7.03,-8.05,-13.99,-28.63,-19.79
-7.33,2.84,-13.58,-0.88,-6.33,-2.33,-19.04,-38.9,14.79,-7.63,2.86,212.07,-33.14,-25.34,-8.45,1.55,-33.14,1.42,-8.19,-15.99,-29.32,-19.17
-6.08,8.7,-7.71,5.5,0.53,3.06,-16.09,-32.84,16.37,-1.82,16.07,114.75,-28.19,-28.05,-3.62,6.11,-28.19,9.92,-2.49,-13.13,-25.56,-15.57
-3.5,16.12,2.6,5.27,12.48,10.65,-11.22,-25.03,20.17,5.88,29.05,-27.75,-22.08,-18.87,5.32,15.19,-22.08,14.36,6.92,-6.38,-19.31,-10.08
-0.27,22.34,14.25,-1.37,24.32,16.97,-6.42,-17.46,23.84,11.57,37.02,-159.39,-16.02,-1.98,15.18,24.83,-16.02,12.6,15.89,1.06,-12.7,-4.41
3.28,25.64,24.17,-11.54,30.89,19.41,-3.36,-12.91,25.16,12.84,38.66,-228.09,-12.15,14.26,21.99,29.74,-12.15,5.12,20.39,5.29,-7.63,-1.22
5.67,24.78,27.81,-21.22,30.12,16.87,-3.53,-13.32,22.74,9.66,34.95,-210.53,-11.65,24.48,23.57,29.49,-11.65,-5.6,18.58,4.92,-6.14,-1.75
6.02,20.01,21.54,-26.6,22.45,9.92,-7.55,-18.53,16.18,2.93,26.86,-109.34,-14.11,24.96,19.86,25.15,-14.11,-16.07,10.51,-0.14,-8.64,-5.62
5.14,14.02,8.61,-24.5,10.31,1.41,-13.16,-24.95,6.68,-4.56,15.43,36.65,-18.0,14.06,12.29,16.47,-18.0,-22.33,-0.82,-8.6,-13.49,-10.99
4.33,9.0,-4.79,-15.04,-1.33,-5.47,-17.87,-30.46,-4.12,-9.65,2.98,171.62,-22.19,-4.3,4.04,7.04,-22.19,-21.56,-11.19,-17.16,-18.49,-15.78
4.56,6.72,-14.98,-2.26,-7.84,-8.52,-20.17,-33.05,-13.2,-10.73,-6.81,244.56,-24.26,-21.82,-0.91,1.51,-24.26,-14.61,-17.06,-22.22,-21.11,-18.05
6.75,7.9,-20.47,9.51,-7.03,-6.97,-18.88,-31.36,-17.09,-7.37,-10.68,231.18,-23.51,-32.76,-0.72,1.21,-23.51,-4.42,-16.82,-22.14,-20.08,-16.52
10.78,13.25,-19.18,17.79,0.78,-0.92,-13.51,-25.98,-14.77,0.07,-7.99,132.52,-21.22,-33.61,4.64,5.21,-21.22,5.74,-10.38,-16.93,-14.64,-11.87
14.1,20.22,-11.83,19.25,13.15,7.04,-6.27,-19.9,-8.23,9.42,-0.76,-12.27,-18.16,-22.91,13.54,13.58,-18.16,11.75,-0.24,-7.92,-7.62,-5.99
16.17,26.59,-0.7,13.59,24.88,13.5,0.16,-15.4,-0.62,17.54,7.46,-147.36,-15.51,-5.13,22.44,22.12,-15.51,11.14,9.42,1.42,-1.21,-0.42
16.39,30.75,10.89,3.79,30.96,15.68,3.64,-13.92,5.62,21.35,14.43,-220.51,-14.96,11.4,27.27,25.69,-14.96,4.55,14.51,7.2,2.92,2.48
14.44,30.31,19.88,-6.61,29.5,12.42,2.55,-16.52,8.41,19.31,19.15,-208.23,-17.05,21.74,26.23,24.04,-17.05,-5.42,13.33,7.79,2.9,1.86
10.5,23.81,24.08,-14.49,21.23,4.18,-3.25,-23.27,7.01,12.28,21.57,-112.71,-21.59,22.61,19.49,18.32,-21.59,-15.37,5.86,2.96,-1.64,-1.69
6.49,13.6,22.69,-16.24,8.3,-6.21,-11.12,-30.68,3.28,3.97,22.47,27.63,-27.19,12.44,8.93,8.75,-27.19,-21.32,-5.0,-5.89,-8.68,-6.45
3.84,3.73,16.08,-10.97,-4.08,-15.04,-18.45,-36.6,0.34,-2.96,23.11,157.39,-32.0,-4.79,-1.6,-1.14,-32.0,-20.48,-14.97,-14.97,-15.37,-11.23
2.38,-2.5,7.67,-1.24,-10.56,-19.39,-23.24,-39.04,0.31,-6.68,23.67,226.04,-33.92,-21.21,-8.17,-6.56,-33.92,-13.43,-20.38,-20.14,-19.18,-14.45
1.89,-3.39,1.2,9.09,-8.92,-18.0,-24.07,-36.29,3.66,-5.54,23.99,209.72,-31.27,-31.45,-8.74,-6.34,-31.27,-2.97,-19.42,-19.55,-19.18,-14.34
3.61,1.13,0.04,16.54,0.42,-10.96,-20.41,-29.22,10.88,0.32,23.27,110.26,-25.37,-31.84,-3.69,-1.94,-25.37,7.69,-12.19,-13.35,-14.52,-10.47
7.35,8.23,3.07,17.97,14.92,-1.26,-14.36,-20.61,20.66,8.4,19.6,-33.38,-18.58,-20.94,5.0,6.49,-18.58,14.41,-1.25,-3.47,-8.02,-4.12
12.68,15.34,8.51,13.31,28.99,7.35,-8.54,-12.9,29.65,15.35,13.22,-166.28,-13.11,-3.18,13.96,14.55,-13.11,14.37,8.82,6.28,-0.63,2.27
17.96,19.49,13.71,5.09,37.27,11.93,-5.03,-9.74,34.96,18.91,6.08,-236.12,-10.55,13.34,19.21,17.4,-10.55,7.89,14.13,11.97,5.62,6.53
20.66,18.81,15.83,-3.25,38.09,11.47,-5.11,-12.83,34.71,17.49,-1.85,-219.22,-11.08,23.29,19.07,15.07,-11.08,-2.27,13.31,12.45,7.93,7.59
18.17,13.3,13.7,-8.52,31.48,6.45,-8.88,-20.37,29.04,11.12,-9.77,-118.6,-14.46,22.9,13.41,8.73,-14.46,-12.67,6.35,7.63,5.45,5.81
10.58,5.96,9.51,-8.08,19.33,-0.42,-14.3,-28.63,20.55,3.16,-14.51,26.73,-19.16,10.6,3.66,-2.04,-19.16,-19.42,-4.54,-1.31,0.63,1.88
1.56,-0.71,5.37,-2.32,6.7,-5.92,-19.13,-34.91,12.4,-3.03,-14.46,160.91,-23.17,-9.26,-6.92,-13.67,-23.17,-20.08,-15.19,-11.21,-4.14,-2.62
-4.74,-4.47,2.86,6.07,-1.04,-7.68,-21.7,-37.53,6.96,-5.26,-9.81,232.61,-25.25,-28.25,-14.56,-21.07,-25.25,-15.02,-21.73,-17.99,-7.01,-5.34
-5.74,-3.64,4.85,13.8,-1.25,-4.75,-20.65,-36.08,5.62,-2.3,-2.36,217.25,-25.32,-40.56,-17.03,-22.81,-25.32,-6.61,-22.13,-19.79,-6.01,-4.43
-1.81,1.59,11.69,18.58,6.1,2.79,-15.84,-30.11,7.41,5.11,6.17,117.81,-22.19,-42.2,-13.8,-19.98,-22.19,2.32,-16.11,-15.95,-1.17,-0.22
3.52,8.53,20.1,17.9,18.82,12.55,-9.55,-21.85,10.64,14.03,14.45,-26.58,-17.61,-31.48,-6.23,-12.06,-17.61,7.74,-5.71,-7.68,4.87,5.91
8.13,14.83,26.69,11.62,31.67,21.03,-3.85,-14.78,14.64,21.72,21.23,-160.53,-14.13,-13.03,2.42,-3.04,-14.13,7.21,5.05,1.84,9.89,11.66
11.74,18.51,28.75,2.46,39.21,25.44,-0.5,-11.45,18.12,25.46,24.43,-231.9,-13.23,4.47,8.11,2.21,-13.23,1.15,11.97,8.54,12.01,14.63
13.71,18.15,24.77,-6.42,39.22,24.55,-0.81,-13.05,19.42,23.34,23.02,-217.26,-15.11,15.76,8.84,2.91,-15.11,-8.15,12.74,10.44,10.05,13.88
12.97,13.34,15.11,-12.28,32.01,19.02,-5.01,-18.79,16.7,16.19,16.94,-118.99,-19.04,17.04,4.67,-0.32,-19.04,-17.57,7.46,7.29,3.7,9.64
10.17,6.25,3.72,-12.4,19.7,11.71,-10.35,-25.93,10.33,7.17,8.13,24.39,-23.9,6.67,-2.86,-7.8,-23.9,-23.11,-1.22,0.46,-4.53,3.45
6.74,-0.31,-5.56,-7.04,7.0,5.57,-14.42,-31.58,2.83,-1.05,0.44,157.05,-27.78,-11.5,-10.44,-15.97,-27.78,-22.31,-9.51,-6.59,-12.49,-3.07
3.95,-4.6,-9.47,1.18,-0.89,3.53,-15.97,-34.24,-3.47,-6.0,-2.4,227.29,-29.74,-29.18,-14.47,-19.75,-29.74,-15.68,-13.9,-10.48,-17.5,-8.19
2.18,-5.74,-7.25,8.99,-1.43,6.18,-13.81,-32.08,-7.05,-6.72,0.74,211.23,-28.54,-40.65,-12.95,-17.76,-28.54,-5.87,-12.4,-9.43,-17.75,-9.73
2.87,-2.75,0.47,13.82,5.09,13.21,-7.63,-25.37,-6.69,-3.13,7.34,111.38,-24.39,-42.03,-5.77,-11.37,-24.39,3.88,-5.01,-3.46,-12.67,-7.62
6.13,2.93,11.44,13.52,16.68,22.16,0.23,-18.1,-2.81,2.38,12.63,-33.81,-19.67,-31.27,5.29,-0.36,-19.67,9.56,5.84,5.94,-5.54,-2.94
10.58,8.7,21.39,8.33,27.83,29.47,7.4,-12.25,2.44,6.77,13.57,-167.43,-15.67,-12.84,16.91,10.98,-15.67,8.87,16.06,15.17,1.71,2.31
14.11,12.67,26.95,1.06,33.29,32.12,11.85,-9.41,4.79,8.03,9.74,-236.07,-13.88,4.78,25.04,17.63,-13.88,2.47,22.01,20.63,6.91,5.49
14.0,12.98,26.8,-5.41,30.99,28.85,12.17,-10.32,2.39,5.24,3.08,-216.95,-14.79,16.21,27.5,19.08,-14.79,-7.15,21.72,20.57,8.35,4.75
8.73,9.1,20.99,-8.74,21.52,20.47,8.29,-14.44,-4.06,-2.09,-5.02,-114.18,-17.44,17.57,24.03,15.97,-17.44,-16.73,15.34,15.08,5.32,0.25
-0.78,3.62,12.19,-6.5,7.63,9.99,2.37,-20.32,-11.37,-11.34,-12.25,32.19,-21.49,7.51,16.38,8.21,-21.49,-21.94,5.61,5.73,0.01,-5.39
-11.81,-0.77,3.04,1.04,-5.68,0.71,-3.41,-25.3,-16.67,-18.96,-16.21,165.68,-26.12,-10.12,8.02,-0.52,-26.12,-20.53,-3.67,-3.91,-4.76,-9.91
-19.77,-2.29,-4.42,11.18,-13.63,-5.18,-7.34,-27.41,-18.16,-22.37,-14.91,235.73,-28.75,-27.37,2.81,-5.54,-28.75,-13.6,-9.18,-10.25,-7.26,-12.24
-21.82,-0.13,-6.7,20.16,-14.08,-6.56,-8.37,-25.13,-15.43,-20.85,-8.43,218.69,-27.36,-38.61,2.66,-5.69,-27.36,-4.0,-9.22,-11.73,-6.35,-10.96
-17.99,5.56,-3.77,25.39,-7.61,-3.45,-5.74,-17.24,-9.18,-15.03,1.37,118.07,-21.8,-40.11,7.92,-1.97,-21.8,5.18,-3.66,-8.23,-1.31,-6.21
-11.37,11.79,1.81,24.85,3.78,1.94,-1.27,-6.58,-1.23,-7.14,11.1,-26.48,-14.45,-30.04,17.46,6.34,-14.45,10.2,5.17,-0.45,5.54,-0.67
-3.65,16.36,8.67,18.52,15.2,6.36,2.8,2.23,6.45,0.06,17.34,-158.67,-7.76,-12.93,27.98,15.19,-7.76,8.81,13.6,8.4,11.23,4.02
3.44,18.31,13.69,8.53,21.24,7.05,4.79,6.27,11.38,3.32,17.81,-226.07,-3.33,2.99,35.03,19.57,-3.33,1.34,18.0,14.35,15.94,6.5
7.71,16.74,13.13,-1.58,19.77,3.13,3.51,4.54,11.3,1.76,13.82,-206.4,-2.6,12.81,36.69,19.1,-2.6,-9.4,16.5,15.48,17.85,6.15
7.85,11.24,7.45,-8.31,11.42,-4.75,-1.56,-1.92,6.0,-4.1,8.56,-104.64,-5.6,12.94,32.75,14.79,-5.6,-19.91,9.25,11.33,14.47,2.78
5.38,4.11,-0.11,-9.27,-1.33,-13.85,-8.69,-10.61,-2.32,-11.58,3.38,40.0,-10.74,2.04,24.84,6.11,-10.74,-25.72,-1.1,3.32,8.12,-2.06
2.34,-2.12,-6.46,-4.82,-13.21,-21.04,-15.66,-18.78,-11.07,-18.05,0.47,171.96,-15.44,-15.71,16.0,-3.27,-15.44,-24.42,-10.53,-5.4,1.39,-6.18
-0.32,-5.1,-9.96,2.46,-19.3,-23.95,-20.36,-22.73,-17.24,-21.15,0.98,240.72,-17.59,-32.25,9.69,-8.76,-17.59,-16.84,-15.58,-11.17,-3.01,-8.43
-2.19,-3.23,-9.83,9.75,-17.02,-21.24,-21.26,-20.82,-18.9,-19.7,4.37,222.76,-16.84,-41.8,8.39,-8.66,-16.84,-5.92,-14.19,-11.82,-3.84,-7.77
-1.91,2.68,-6.91,14.04,-6.93,-13.5,-18.14,-14.41,-15.46,-12.76,10.27,121.49,-12.94,-40.94,12.34,-3.91,-12.94,5.13,-6.35,-7.3,-0.72,-3.5
0.67,9.43,-2.58,12.48,7.9,-3.65,-13.2,-7.44,-9.01,-3.65,17.57,-23.79,-7.68,-28.27,20.15,5.64,-7.68,12.11,5.45,1.15,4.28,2.55
5.12,15.0,1.7,4.91,21.83,4.48,-9.0,-2.64,-2.48,3.8,24.54,-156.87,-2.71,-8.21,28.59,15.88,-2.71,12.73,16.97,9.93,8.78,7.66
9.63,17.81,4.12,-6.21,29.7,7.99,-7.8,-1.41,1.22,7.11,28.67,-225.7,0.08,11.03,33.75,22.01,0.08,7.56,24.08,15.18,11.11,10.16
12.16,16.84,3.69,-17.33,30.23,5.78,-11.05,-4.98,0.07,6.3,28.18,-208.24,-1.47,24.31,33.5,23.59,-1.47,-0.42,25.15,15.22,9.51,8.99
11.93,12.24,0.23,-25.46,23.96,-1.41,-18.53,-12.61,-5.76,1.39,21.53,-108.03,-6.11,27.61,27.72,21.19,-6.11,-8.05,20.28,10.04,3.61,4.16
9.66,6.0,-4.92,-27.55,12.64,-10.3,-27.26,-21.43,-13.58,-5.55,10.84,36.22,-11.82,19.18,18.22,14.07,-11.82,-11.58,11.65,1.08,-3.95,-1.82
5.1,-0.43,-9.8,-23.42,1.27,-17.63,-34.7,-28.04,-20.62,-11.3,1.59,168.59,-15.97,2.89,8.76,5.81,-15.97,-9.17,3.2,-8.37,-11.2,-6.95
-0.21,-5.04,-13.03,-15.56,-5.15,-20.73,-39.12,-30.25,-24.29,-13.42,-2.42,237.83,-17.02,-13.14,3.01,1.51,-17.02,-1.63,-1.02,-14.0,-15.9,-10.66
-3.29,-5.46,-14.46,-7.69,-4.44,-18.48,-39.35,-27.82,-22.49,-11.08,-0.54,220.31,-14.5,-23.19,3.06,2.6,-14.5,8.48,0.67,-14.22,-16.91,-11.32
-1.9,-1.08,-13.79,-3.24,2.97,-11.47,-35.16,-21.66,-14.44,-4.57,5.82,119.47,-8.12,-23.59,8.69,7.81,-8.12,17.79,7.82,-9.26,-13.61,-8.59
2.86,5.49,-11.58,-4.97,14.74,-2.45,-28.96,-14.4,-2.3,3.6,13.72,-25.07,-0.51,-12.71,17.99,17.18,-0.51,22.35,17.91,-0.72,-8.15,-3.96
8.88,11.81,-9.4,-12.2,25.82,5.42,-23.15,-8.04,9.82,10.68,19.83,-157.43,6.02,4.97,27.41,26.6,6.02,20.12,26.82,8.11,-2.79,0.97
13.09,15.61,-8.57,-21.83,31.27,9.25,-19.54,-4.12,18.48,14.35,21.14,-225.18,10.27,20.96,33.0,31.12,10.27,11.95,30.95,13.37,0.95,3.7
13.29,15.3,-10.07,-30.5,29.42,8.19,-19.46,-4.63,21.67,13.71,17.96,-205.59,10.58,30.37,32.76,30.26,10.58,0.49,28.83,13.64,1.01,3.07
8.59,10.7,-14.03,-35.78,20.87,2.84,-23.34,-10.14,18.34,9.0,12.97,-103.25,6.71,29.59,26.68,25.03,6.71,-10.75,20.91,8.97,-3.07,-0.49
2.2,4.62,-18.57,-35.06,8.01,-3.89,-29.16,-18.08,10.28,2.45,8.78,41.75,0.39,17.42,16.31,15.28,0.39,-17.54,9.63,0.57,-8.96,-6.21
-3.49,-1.18,-20.57,-28.31,-4.44,-8.81,-34.26,-24.07,0.85,-3.94,5.95,173.06,-5.27,-2.09,5.14,4.52,-5.27,-17.65,-1.04,-8.05,-13.94,-12.36
-6.03,-4.83,-17.08,-18.78,-11.73,-9.79,-36.36,-26.75,-5.52,-7.38,4.74,239.5,-8.2,-20.69,-3.13,-2.52,-8.2,-11.82,-7.45,-13.42,-16.26,-16.66
-3.58,-4.36,-8.12,-10.13,-11.59,-5.79,-34.26,-26.54,-5.78,-5.24,5.21,217.56,-7.78,-32.61,-6.47,-4.32,-7.78,-2.77,-7.76,-13.74,-15.0,-17.11
2.76,0.09,5.95,-4.84,-4.36,2.88,-27.64,-22.33,-0.2,1.55,7.81,111.28,-4.37,-34.17,-4.69,-1.93,-4.37,6.34,-1.91,-8.87,-9.9,-13.66
9.46,6.08,20.61,-4.72,7.62,13.49,-18.67,-15.64,7.95,9.76,11.71,-39.04,0.1,-23.69,1.03,5.36,0.1,11.54,7.83,0.0,-2.83,-8.01
14.14,11.54,29.84,-9.32,19.12,22.88,-9.59,-8.38,15.25,16.71,13.64,-175.5,4.23,-5.63,7.77,13.49,4.23,10.54,17.62,9.85,3.44,-1.8
15.62,14.83,30.61,-15.96,25.47,28.42,-2.56,-3.29,19.41,20.46,10.49,-245.97,5.98,11.83,11.81,17.7,5.98,4.12,23.67,16.77,7.2,3.13
14.23,14.6,22.43,-21.97,24.68,28.66,0.41,-3.2,18.75,19.81,3.05,-227.95,4.39,23.41,10.95,17.28,4.39,-4.97,23.97,18.76,7.37,5.08
10.89,10.19,8.58,-24.86,17.1,23.88,-1.51,-9.55,13.0,15.03,-6.43,-126.53,-0.15,25.26,5.03,13.13,-0.15,-13.41,18.58,15.33,3.25,3.09
7.16,3.5,-5.33,-22.47,4.88,16.91,-5.77,-18.69,4.17,8.24,-15.16,17.68,-6.3,15.57,-4.72,4.6,-6.3,-17.58,9.69,7.65,-2.63,-1.45
4.38,-2.67,-14.82,-14.91,-7.25,10.89,-9.67,-26.12,-4.75,1.85,-21.61,148.2,-11.87,-1.84,-15.12,-4.66,-11.87,-15.34,1.02,-0.99,-8.03,-6.69
3.64,-5.87,-17.33,-5.0,-14.26,8.72,-11.76,-29.1,-10.98,-1.43,-25.34,214.72,-14.9,-18.44,-22.38,-10.04,-14.9,-7.56,-3.73,-6.75,-11.46,-10.85
5.35,-4.59,-12.67,3.68,-13.72,11.33,-10.98,-27.45,-11.93,0.26,-25.03,194.03,-14.39,-28.81,-24.14,-10.21,-14.39,2.69,-2.62,-7.92,-11.56,-11.56
9.43,0.81,-1.93,9.13,-6.13,18.49,-6.46,-21.7,-8.23,6.28,-22.11,90.94,-10.27,-29.28,-19.88,-6.22,-10.27,12.06,4.27,-3.89,-7.37,-8.28
14.39,7.57,9.94,9.17,6.31,27.23,-0.4,-14.08,-2.36,13.63,-18.19,-54.42,-4.17,-18.37,-11.36,2.23,-4.17,16.88,14.35,4.03,-0.76,-2.15
18.44,13.18,18.28,4.02,18.25,34.09,4.77,-7.62,3.27,19.27,-12.69,-185.36,1.55,-0.68,-1.97,10.75,1.55,15.25,23.61,12.41,5.67,5.08
20.29,16.18,20.77,-3.46,24.9,36.62,7.0,-3.94,5.76,20.97,-7.72,-249.79,5.11,15.67,4.04,14.57,5.11,7.86,28.45,17.36,9.29,9.76
19.33,15.61,17.11,-10.06,24.27,33.54,5.39,-4.44,4.22,18.07,-5.28,-226.7,5.55,25.61,4.59,13.18,5.55,-2.45,27.16,17.24,7.97,10.04
14.53,10.37,8.68,-13.6,16.75,25.45,0.07,-9.2,-1.48,10.69,-5.96,-121.57,3.31,25.49,-0.22,7.75,3.31,-12.56,19.85,11.98,3.26,6.35
7.45,2.97,-0.86,-11.84,4.48,15.52,-6.54,-15.64,-9.61,1.63,-8.97,26.07,-0.02,13.72,-8.79,-2.04,-0.02,-18.36,9.02,3.17,-2.18,0.63
0.37,-4.1,-8.17,-5.07,-7.41,7.31,-12.46,-20.79,-17.15,-5.8,-12.19,159.44,-2.75,-5.48,-17.53,-12.34,-2.75,-17.62,-1.19,-5.96,-6.78,-4.4
-5.25,-8.2,-11.9,4.28,-14.29,2.99,-16.0,-21.97,-21.75,-9.35,-13.81,228.31,-2.84,-23.78,-22.67,-18.13,-2.84,-10.78,-6.88,-11.58,-9.18,-7.14
